health science,creative expression,technology,people,organization,influence,nature,things
3.666666667,3.321428571,3.0625,3,2.5,3.09375,3.25,3.791666667
3.083333333,3.678571429,3.25,3.9,3.45,3.6875,4.333333333,3.5
4.583333333,4.607142857,4.6875,4.75,4.7,4.53125,4.75,4.458333333
2.583333333,4.071428571,2,4.2,2.4,3.84375,4.5,3.125
3.25,3.321428571,2.625,3.6,3.7,3.8125,3.916666667,2.75
2.666666667,2.5,2.5625,3.45,3,3.125,2.666666667,2.416666667
2,2.607142857,2.9375,3.35,4.45,3.375,1.75,2.25
4.666666667,3.678571429,2.5,4.6,2.85,4.71875,3.25,2.458333333
2.333333333,2.142857143,4.0625,2.6,4.55,3.90625,1.916666667,4.5
3.416666667,4.25,3.5625,4.2,4.15,3.90625,3.666666667,3.666666667
4,3.535714286,4,4.05,4.3,4.21875,3.666666667,3.75
2.333333333,4,2.5625,4.1,4.35,3.1875,3.5,2
4.083333333,2.357142857,2.9375,3.7,2.8,3.5,2.666666667,2.75
1.916666667,4,3.75,4.05,4.4,3.5625,4.416666667,3.625
1.75,3.607142857,3.5625,3.3,5,4.5625,2.75,3.375
2.333333333,3.142857143,3.6875,3.2,4.25,3.96875,2.583333333,3.291666667
4.416666667,3.928571429,2.875,4.5,3.7,4.34375,4.333333333,3.666666667
3,3.678571429,3.0625,3.3,3.25,3.125,2.833333333,3.375
2,2.392857143,3.25,2.95,3.55,2.28125,3.833333333,2.541666667
4.166666667,4.285714286,4.4375,4.2,4.2,4.25,4.333333333,4.25
3.416666667,3.25,3.1875,3.25,3.2,3.5,3.5,3.416666667
3.916666667,4.071428571,3.25,4.45,3.75,3.6875,4.833333333,3.416666667
1.333333333,2.964285714,1.625,4.05,2.75,4.0625,4.25,1.791666667
2.333333333,3.214285714,1.375,3.7,2.65,3.4375,3.416666667,2.041666667
4.166666667,4.107142857,3.5625,4.65,3.3,4.15625,3.666666667,3.458333333
4.583333333,4.428571429,4.1875,4.65,4.55,4.59375,4.583333333,4.291666667
1.916666667,1.892857143,2.5625,3.85,3.75,3.59375,3.583333333,2.375
4,4.071428571,3.875,3.5,3.75,3.6875,3.666666667,2.833333333
3.5,3.714285714,2.9375,3.85,3.1,3.5625,3.166666667,3.375
1.333333333,3.821428571,3,4.65,1.65,2.625,3.333333333,2
3.25,3.321428571,1.8125,1.85,1.6,2.625,3.25,2.75
4.333333333,4.535714286,4.4375,4.25,4.5,4.21875,4.333333333,4.291666667
3.416666667,3.035714286,3.1875,2.85,3.5,3.625,3.333333333,3.208333333
3.166666667,3.214285714,3.375,3.6,3.65,3.625,3.916666667,3
3.166666667,2.107142857,3.125,3.25,3.2,2.90625,3.083333333,3.666666667
4.166666667,3.928571429,3.875,3.4,3.9,4.0625,4.25,3.791666667
2.916666667,3.428571429,2.5625,2.75,1.2,2.375,2.833333333,2.708333333
1.833333333,3.642857143,1.6875,3.35,1.85,2.40625,1.5,2
2.333333333,1.821428571,1.375,2.9,2.95,3,1.583333333,1.958333333
3.25,2.892857143,2.6875,4,3.65,3,2.833333333,2.291666667
3.416666667,3.392857143,2.6875,3.75,3.45,3.9375,3.75,2.5
3.333333333,1.571428571,1.375,3,3.2,3.9375,1,1
3.166666667,2.964285714,2.8125,3.4,3.75,2.9375,1.75,3
3.666666667,3.035714286,3,1.55,3.35,1.65625,2.416666667,1
4.083333333,4.071428571,3.25,4,4.05,4.34375,3.833333333,3.708333333
4,3.892857143,3.75,4.4,4.2,3.34375,4.25,3.708333333
4,2.571428571,2.0625,3.8,4,3.5,4,2.416666667
2,4.214285714,1.125,2.9,2,2.8125,3.416666667,2.375
2.166666667,2.964285714,3.6875,2.35,1.05,2.125,4.333333333,4
2.583333333,3.107142857,3.9375,3.65,3.3,3.71875,3.583333333,3.458333333
2.75,3.964285714,2.9375,2.85,3.1,2.875,3.75,3.625
1.833333333,4.285714286,2.5625,3.1,2.3,3.71875,3.583333333,2.75
4.333333333,4.25,3.5,4.5,2.95,4.40625,4,3.416666667
3.75,3.428571429,2.3125,3.65,3.05,3.375,3.416666667,1.875
4.833333333,3.964285714,3.375,3.1,3.7,2.8125,4.166666667,3.583333333
3.333333333,3.642857143,2.9375,3.75,3.3,3.28125,4.083333333,3.041666667
2.333333333,2.642857143,2.6875,1.9,3.45,2.53125,2.666666667,2.75
1.916666667,2.142857143,2.3125,2.5,2.8,2.15625,3.166666667,3.583333333
3.666666667,3.785714286,2.9375,3.65,3.6,3.625,3.916666667,3.541666667
1.416666667,2.071428571,1.8125,1.7,1.9,2.15625,1.25,2.041666667
2.333333333,1.5,1.375,1.6,1.6,1.03125,1.75,2.208333333
5,4.928571429,3.9375,4.25,3.5,4.375,5,4.583333333
1.416666667,1.964285714,2.375,2.9,2.2,2.0625,2.916666667,2.416666667
2.333333333,3.714285714,2.25,2.6,3,2.125,2.666666667,1.666666667
1.75,3.607142857,2.25,3.15,3.55,3.625,2.916666667,2.083333333
3.333333333,3.714285714,3.5625,3.55,4.05,3.71875,4.25,3.375
1.75,2.678571429,1.6875,1.55,3.95,2.59375,2.833333333,1.375
2,2.678571429,2.375,2.55,2,2.1875,2.916666667,2.916666667
3.583333333,3.5,3.75,4.05,3.75,3.75,3.583333333,3.291666667
2.333333333,1.785714286,2.5,2.2,2.35,1.75,3,3
1.166666667,1.678571429,2.0625,1.6,1.5,1.4375,3.25,1.875
4.416666667,3.75,2.6875,3.55,2.4,4.03125,4.833333333,3.083333333
4.75,3.25,3.1875,4.75,4.7,3.59375,4.916666667,3.75
3.333333333,3.5,3.25,3.85,3.85,3.90625,4.25,3.458333333
2.916666667,2.178571429,2.5,3.05,4.05,2.25,3.416666667,2.458333333
5,3.714285714,2.75,2.95,2.7,2.6875,4.833333333,2.375
2.583333333,2.25,2.75,2.25,1.35,1.40625,3.25,3.125
2,2.035714286,2.0625,2.8,2.75,2.40625,2.583333333,1.916666667
3.833333333,3.678571429,1.0625,2.75,4.25,3.34375,3.75,2.041666667
2,2.5,2.25,2.1,2.4,2.09375,2.25,3.083333333
1.166666667,1.035714286,1,1.05,1.25,1.03125,1,1
2.916666667,3.857142857,2.625,3.8,2.3,1.71875,3.5,2.666666667
4,4.607142857,3.3125,3.9,2.4,2.375,4.666666667,2.583333333
3.333333333,3.321428571,3.75,4.3,4,3.71875,3.75,3.625
4.25,4.535714286,4.5625,4.55,4.7,4.5625,4.583333333,4.333333333
1,1.428571429,1,1.25,1.3,1,2.083333333,1.791666667
2.916666667,2.785714286,3,4.4,3.8,3.28125,3.666666667,2.958333333
1.5,2,2.25,3.05,2.4,2.25,1.666666667,2
2.75,3.142857143,3.6875,3.65,3.85,4,4,3.375
3.916666667,3.857142857,3.3125,3.95,3.2,3.09375,5,3.666666667
1.75,3.035714286,2.6875,2.4,2.75,1.875,3.083333333,3.333333333
3.583333333,3.5,3.5,3.45,3.6,3.9375,3.916666667,3.708333333
4.5,4.5,4.625,4.55,4.95,4.65625,4.666666667,4.416666667
3.583333333,3.535714286,3.5,3.4,3.6,2.9375,3.75,3.041666667
4.416666667,3.428571429,1.9375,3.6,4.4,3.40625,3.083333333,1.75
3.333333333,3.428571429,4.1875,3.8,3.4,3.75,3.333333333,3.583333333
4.333333333,3.571428571,2.3125,4.2,3.8,3.59375,3.75,2.333333333
3.833333333,4.25,3.25,5,5,4.125,2.583333333,2.291666667
4.25,4.321428571,2.25,4.25,2.85,2.875,2.416666667,2.25
4.666666667,3.821428571,3.0625,4.6,3.55,3.625,4.333333333,3
2,3.928571429,1.6875,3.4,2.8,3.5625,4.25,2.041666667
4,3.607142857,3.3125,3.95,3.65,3.125,4.75,2.75
3.083333333,2.5,2.0625,2.15,3.5,2.125,1.916666667,1.291666667
1.75,2.285714286,1,2.05,3.05,2.40625,3.25,1.791666667
4.166666667,3.821428571,2.9375,3.7,3.2,3.78125,4.916666667,3.416666667
1.583333333,1.571428571,1.1875,2.1,3.6,1.5,1.083333333,1.083333333
3.416666667,3.642857143,2.4375,4.3,3.5,2.6875,4.083333333,2.041666667
1,1.678571429,1.375,1.85,2.75,1.75,3.25,1.75
1.416666667,1.321428571,1.4375,2.3,2.65,1.6875,1.333333333,1.75
3.5,4.214285714,2.3125,4.2,3.1,3.96875,4.666666667,3.416666667
2.166666667,2.464285714,2.25,2.4,2.95,1.6875,2.666666667,2.625
3.333333333,2.821428571,2.5,3.2,4.4,3.90625,1.916666667,1.791666667
2.833333333,2.714285714,2.125,3.2,3.75,3.8125,3.083333333,1.833333333
3.5,2.214285714,1.5,3.6,3.35,2.375,2.166666667,1.416666667
2,1.071428571,2,1.4,2.1,1,2.5,1
1.333333333,1.678571429,2.0625,3.25,4.25,3.6875,1.333333333,1.916666667
2.666666667,4.607142857,2.1875,3.85,3.4,3.75,2.166666667,2.041666667
3.833333333,4.535714286,3,4.55,4.85,4.90625,2.166666667,2.416666667
4.583333333,4.821428571,4.0625,4.55,3.75,3.96875,4.833333333,4.041666667
3.75,1.785714286,2.5,2.15,3.05,2.15625,3.75,2.291666667
1,1.535714286,1,1.5,1.65,1.53125,2.25,1.125
1,1.035714286,1,1,1,1,1,1
4.333333333,2.785714286,3.75,3.4,3.65,2.25,3.166666667,2.916666667
2.083333333,2.071428571,1.8125,2.55,4.15,3.46875,1.5,1.708333333
1.166666667,2.214285714,1.4375,4.15,4,2.5,3.583333333,2.208333333
4,4.607142857,3.3125,4.25,4.4,4.25,3.5,3
1.666666667,2.785714286,2.4375,3.55,4.15,3.15625,2,2.625
3.333333333,3.214285714,4,3.55,2.45,2.15625,3.916666667,2.958333333
2.75,3.571428571,1.5,3.15,3.55,3,2.75,2.25
2,2.821428571,1.3125,3.7,2.8,3.1875,2.083333333,2
1.916666667,2.892857143,2.125,3.3,3.85,2.6875,3.416666667,2.541666667
2.333333333,1.428571429,3,2,3.4,1,4.25,2.625
2.166666667,1.464285714,1,2.4,3.65,2.6875,1.416666667,1.541666667
4.666666667,3.071428571,1.75,3.75,2.7,2.5625,3.916666667,2.833333333
2.666666667,3.964285714,1.5625,3.2,2.05,1.8125,2.416666667,1.291666667
3.916666667,3.928571429,1.9375,4.45,3.2,3.96875,3.333333333,1.833333333
3,2.714285714,2.4375,3.25,3.1,1.84375,3.416666667,2.125
3.75,4.642857143,3,4.45,3.25,2.6875,3.916666667,2.541666667
2,2.607142857,1.25,2.8,4.8,1.8125,4.25,2.083333333
1.5,1.428571429,1.5625,3.6,4.05,1.34375,2.166666667,1.25
3.833333333,4.785714286,3.375,4.75,4.9,4.03125,3.666666667,3.458333333
4.833333333,2.785714286,3.125,3.05,4.3,3.59375,3.75,2.958333333
1.833333333,4.5,2,3.25,4.7,4.0625,2.583333333,2.708333333
2,2.321428571,2.25,2.15,2.3,1.875,2.416666667,2.875
4.166666667,2.5,2.75,4,3.7,3.96875,4.25,1.833333333
1.333333333,2.107142857,2.0625,2.55,3.15,1.53125,1.5,1.5
1.333333333,3.5,2.5,3.45,3.95,3.84375,1.333333333,1.791666667
2.75,2.357142857,1.6875,2.45,2.15,2.21875,3,2.25
3,3.107142857,3,3.4,3,3,3.25,3.208333333
2.75,2.392857143,2.125,3.15,2.55,1.8125,3.25,2
1.333333333,2.035714286,1.625,2.65,2.2,1.4375,2.5,2.166666667
2.5,2.25,2.8125,3.35,3.7,2.4375,3.833333333,3.041666667
3.666666667,2.642857143,1.4375,3.35,2.4,1.96875,4.083333333,2.708333333
2.25,2.321428571,1.125,3.5,3.3,2.53125,2.916666667,2.166666667
2.166666667,2.821428571,2.4375,2.75,3.55,1.96875,3.25,2.208333333
3.75,4.5,3.4375,3.95,3.25,3.46875,3.75,3.166666667
5,2.5,2.8125,3.65,2.5,1.96875,3,3.416666667
4.083333333,3.142857143,2.8125,3.5,4.8,3.3125,3.75,2.416666667
4.166666667,4.142857143,3.4375,3.15,2.95,3.0625,4.833333333,3
2.25,3.892857143,2.4375,3.3,2.7,2.6875,4.083333333,2.208333333
3,4.285714286,4.25,3.4,3.5,3.96875,4.416666667,4.458333333
4.75,2.607142857,2.875,3.75,3,2.78125,3.416666667,2.75
3.666666667,4.285714286,1.3125,3.45,2.7,2.65625,2.583333333,2.333333333
1,1.142857143,1,1.15,2.75,1.09375,1.5,1.333333333
3.333333333,2.607142857,1.625,3.15,3.15,1.625,1,2
1.666666667,1.071428571,2.25,2.35,4.15,1.6875,2.75,2.5
3.416666667,2.357142857,3.5625,3.45,3,2.9375,3.916666667,3.166666667
1,2.428571429,2.5,2.35,4.75,2.625,3.333333333,2
1,1.464285714,2.4375,2.35,1.9,1,3.416666667,2.041666667
3.583333333,3.107142857,2.3125,3.4,3.85,2.25,4.583333333,1.791666667
4.083333333,3.214285714,3.6875,2.25,4.55,2.9375,4.5,2.583333333
1.916666667,4.535714286,3.375,3.75,4.25,4,3.083333333,3
2.416666667,3.607142857,2,2.8,2.2,1.5,2.666666667,1.333333333
4.166666667,4.321428571,1.8125,3.3,2.45,2.03125,3.166666667,2.375
2.5,3.892857143,1,3.55,2.8,2.40625,4,2.25
3,4.25,3.125,3.85,4.1,4,3.75,2.541666667
2,2.285714286,2.25,2.7,2.85,2.21875,2.5,2.583333333
3.416666667,3,2.5625,3.95,2.8,2.96875,4.5,3.333333333
2,3.607142857,1.25,2.75,2.6,1.5625,3.166666667,2.291666667
2.583333333,2.071428571,2.5,3.15,3.95,3.3125,3.833333333,3.208333333
2.416666667,3,2,2.65,3.1,2.0625,2.333333333,2
1.333333333,1.571428571,2.3125,3.4,2.75,1.90625,2.5,1.291666667
3.583333333,4.071428571,3.9375,4.05,4.45,3.5625,3.416666667,3.875
3.166666667,2.785714286,2.6875,3.6,3.5,3,4.333333333,3.041666667
4.25,3.142857143,1.4375,3.35,1.5,1.9375,3.916666667,1.625
3.416666667,3.214285714,2.6875,3.65,2.75,2.40625,4.666666667,2.791666667
3.916666667,3.571428571,2.75,4.45,2.7,2.53125,4.166666667,3.708333333
1.5,3.428571429,2.9375,2.65,4.05,2.875,2.25,2.583333333
1.666666667,1.642857143,1.5625,1.4,2.2,1.25,2.583333333,1.791666667
3.916666667,3.107142857,2.8125,2.4,3.2,2.21875,4.583333333,3.625
2.25,2.678571429,2.3125,3.9,3.35,2.125,3.5,2.041666667
2.75,2.892857143,2.75,3.15,3.6,2.28125,4.833333333,3.541666667
4.416666667,4.535714286,3.875,4.45,4.35,4.65625,4.166666667,3.791666667
2.833333333,3.428571429,1.75,3.3,2.15,3.96875,3.416666667,2.208333333
3.333333333,4.071428571,2.875,3.6,3.6,3.1875,4,1.75
3.416666667,2.392857143,2.8125,3.05,4.25,2.5,4.333333333,3.5
2.666666667,1.821428571,1.5,2.35,2.5,1.375,2.333333333,1.5
1.083333333,2,1.1875,1.35,2.45,1.71875,1,1.125
1.083333333,2.5,1.0625,2.4,1.7,1.40625,1.666666667,1.5
4,3.857142857,2.625,3.5,4.35,3.625,3.666666667,3.25
2.083333333,2.5,2.125,2.3,2.15,1.59375,2.5,1.333333333
1.083333333,1,1,1,1,1,1.666666667,1
1.333333333,1.678571429,1,2.3,1.2,1.25,3.083333333,1.375
1.916666667,3.107142857,1.8125,3.15,2.1,1.65625,2.5,1.541666667
3.833333333,3.785714286,3.8125,4.35,4.1,3.40625,4.5,4.583333333
2.25,3.678571429,1.75,4.3,3.85,2.96875,2,2.833333333
3,3.5,2.5625,3.25,2.55,2.65625,3.583333333,2.583333333
4.083333333,4.535714286,2.5625,3.15,3.75,3.1875,2.916666667,1.791666667
2.833333333,3.642857143,2.375,3.15,3.65,2.4375,3,1.958333333
1.75,2.892857143,1.9375,2.8,3.2,1.90625,2.583333333,1.666666667
2,2.964285714,2.75,2.65,2.7,2.53125,3,2.333333333
4.5,3.714285714,3.5,3.9,4.85,3.71875,4.583333333,2.916666667
2.166666667,2,2.625,2.3,2.65,1.90625,1.083333333,2.458333333
4,2.892857143,1.5,3.4,2.25,1.9375,3.5,1.166666667
3.666666667,3.178571429,2.6875,3.2,2.5,1.6875,3.166666667,2.125
4.25,4.642857143,2.6875,3.25,3.05,3.65625,4.166666667,3.333333333
2.333333333,2.714285714,2.75,2.05,2.9,1.1875,2.333333333,1.666666667
4.083333333,3.321428571,2.125,3.7,4.05,3.40625,3.5,2.416666667
1.75,2.928571429,1.75,3.95,3.7,2.84375,3.083333333,1.5
3.333333333,2.392857143,2.375,1.6,2.25,1.96875,3.833333333,2.708333333
1,4.214285714,2.375,3.15,2.2,3.53125,1.75,3.416666667
1,3.107142857,1.3125,2.55,2.8,1.78125,2,1.583333333
3.25,2.642857143,1.5,3.4,3.5,3.5625,2.666666667,2.041666667
4.333333333,4.321428571,3.25,4,4.85,3,4.166666667,2.958333333
1.666666667,1.892857143,1.125,2.4,3.2,1.875,1.75,1.583333333
1.166666667,1.285714286,1.125,1.7,1.1,1.0625,2.166666667,1.083333333
5,4.178571429,2.5,4.95,3,2.78125,4.666666667,2.916666667
2.75,3.035714286,2.5625,2.7,3.25,1.6875,4,2.541666667
1,2.142857143,2.3125,2.6,2.8,1.4375,2.75,1.666666667
2,3.928571429,1.75,2.75,1,1.5,4.083333333,2.041666667
1.583333333,1.607142857,1.75,2,3.95,2.03125,3.583333333,1.291666667
2.166666667,2.428571429,1,3.1,2.1,1.40625,3.666666667,1.541666667
1,4.321428571,2.3125,3.85,4.5,3.59375,1,1.708333333
1,1,1,1.4,1.6,1.375,1,1.166666667
4.416666667,3.571428571,2.125,3.85,3.9,3.09375,4.583333333,2.583333333
2.416666667,2.25,1.5625,2.35,2.45,1.34375,2.916666667,1.583333333
1,2.607142857,2.5,1.9,3.5,2,3.583333333,3
1.833333333,3.321428571,1,2.15,1.75,1.0625,2.166666667,1.166666667
2.5,2.857142857,2.25,2.6,3.3,2.5,2.333333333,2.666666667
1.583333333,2.642857143,2,3.85,2.05,2.15625,4.25,2.333333333
1.25,1.25,1.5625,1,2.35,1.5,1.25,2.5
2,2.821428571,2.25,2.8,3.65,3.40625,2.5,2.625
2.5,1.892857143,3.625,2.35,4.1,1.9375,4.916666667,4.375
2,2.035714286,2,2.1,2.25,2.0625,2.083333333,2.375
1,1.5,3.125,3.05,3.85,3.46875,1.583333333,3.083333333
4.166666667,3.964285714,3.5,3.4,3.55,3.65625,4.25,3.791666667
2,4.464285714,3,2.2,4.45,2.625,2.083333333,1.208333333
1.333333333,1.892857143,2.25,2,2.35,1.84375,1.333333333,2.625
4.583333333,4.642857143,4.5,4.55,4.6,4.5,4.25,4.583333333
2.75,3.785714286,3.3125,2.55,1.75,1.15625,4,2.416666667
1.583333333,2.535714286,2.9375,2.35,3.95,3.5,2.416666667,2.708333333
1.333333333,1.357142857,2.375,2.2,2.4,2.4375,1.5,2.458333333
4.916666667,4.214285714,4.125,4.25,3.8,3.53125,4.833333333,3.375
2.166666667,2.035714286,1.6875,2.75,1.75,1.3125,3.25,1.791666667
2.75,2.857142857,2.5,4.25,3.1,2.4375,4,2.041666667
4.833333333,3.857142857,3.5,4.4,4.8,3.96875,4,3.375
2.916666667,1.392857143,1.9375,2.95,2.55,2.28125,2.333333333,2
2.416666667,2.928571429,2.25,2.55,4.35,3.15625,2,2.166666667
3.833333333,3.321428571,1.375,3,4.5,2.375,4,1.875
1,1.392857143,1.9375,2.15,1.75,2.0625,1.583333333,2.541666667
1.583333333,3.071428571,1.6875,2.3,3.2,2.25,4.416666667,1.208333333
3.083333333,4.357142857,2.3125,4.7,3.4,3.5,4.25,1.75
2.666666667,2.607142857,1.5625,2.2,2.35,2.59375,4,2.458333333
4.25,2.857142857,1.75,3.6,2.9,3.5,3.916666667,2.125
1,2,1.9375,1.95,2,1.34375,2.25,1.458333333
4.833333333,4.5,2,4.35,3.3,3.65625,4.583333333,2.916666667
4.416666667,2.892857143,3.5,3.5,3.85,2.9375,4.333333333,2.458333333
3.916666667,3.571428571,2.5,3.5,3.1,3.1875,4.583333333,2.916666667
4.083333333,4.071428571,4,4,4,4.03125,4,4.083333333
1.333333333,3.857142857,1,4.65,3.65,2.03125,1.166666667,1
2.25,3.857142857,2.125,4.35,3.95,4.25,2.25,3.333333333
1.166666667,1.25,1.25,1.5,1.25,1,2.25,1.166666667
3.5,3.785714286,2.875,4.15,2.1,2.625,2.5,2.5
3.833333333,4.285714286,3.375,4.3,4.25,3.71875,4.666666667,3.875
4.5,2.785714286,1.875,3.65,1.9,1.6875,3.833333333,2.208333333
2.25,2.25,2.0625,1.95,3.55,1.5,3.25,1.541666667
4.5,4.107142857,2.375,2.45,3.95,3.5,3.166666667,3.333333333
2.75,3.535714286,1.8125,4.65,4.9,3.625,2.333333333,1.583333333
3.583333333,3.678571429,2.125,2.95,3.05,2.75,4.5,2.916666667
1.75,1.285714286,1,2.2,1.3,1.0625,3.666666667,1.25
3.833333333,2.035714286,2.3125,3.05,1.7,1.625,4.583333333,2.125
4.666666667,4.642857143,2.8125,4.5,4.5,4.25,3.916666667,3.625
2.666666667,3.25,3.875,4.05,4.4,4.15625,2.583333333,2.791666667
1,1,1.25,1.25,2.4,1.34375,1.166666667,1
1.416666667,3.178571429,2.875,3.65,3.05,1.53125,3.25,1.291666667
4.25,4.5,2,4.4,3.9,3.53125,5,3.458333333
3.083333333,3.571428571,2,3.1,2.75,2.625,3.916666667,3.083333333
3.583333333,3.714285714,3.25,3.9,3.2,3.53125,3.083333333,3.125
4.666666667,4.571428571,3.9375,4.2,3.25,4.75,4.25,4.416666667
4.083333333,3.107142857,2.125,4.05,3.1,3.15625,3.333333333,2
4.333333333,3.285714286,2.125,4.15,3.3,4.0625,3.833333333,2.166666667
4.666666667,2.857142857,1.125,3.55,2.8,3.21875,3.083333333,1.5
4.25,4.464285714,3.3125,4.2,3.5,4.03125,3.75,2.833333333
4.166666667,2.607142857,1,2.65,2.1,3.0625,3.75,2.875
5,5,4.8125,5,5,5,5,5
1.416666667,2.714285714,1.125,2.95,2.25,1.625,4.083333333,2.375
4.25,1.928571429,1.75,4,3.3,2.28125,2.916666667,2
3.083333333,2.464285714,2.875,3.25,3.85,2.90625,3.416666667,1.5
2.416666667,3.285714286,1.25,3.25,2.2,3.15625,3.333333333,2
1,1.178571429,1.0625,1.3,1.55,1.125,2.416666667,1.041666667
2.5,3.285714286,2.3125,4.45,3.65,3.125,3.916666667,2.625
1,2.464285714,1.5,1.1,1.1,1.1875,2.666666667,1.5
3.666666667,3.785714286,4.25,4.4,5,4.90625,3.416666667,4.333333333
4.083333333,4.25,4.25,4.5,4.25,4.0625,3.833333333,3.5
1.583333333,3.607142857,3.75,2.95,3.2,2.34375,2.333333333,2.583333333
3.25,3.142857143,3.5,3.55,2.4,2.65625,4,3.041666667
2.416666667,3.321428571,1.5,3,2.8,4.96875,2,2.666666667
2.333333333,2.357142857,4,2.8,2.6,1.5,3.333333333,2.166666667
3.833333333,3.964285714,3.875,4.2,4,4.21875,4.25,3.458333333
2.666666667,2.5,3.0625,3.1,4,2.65625,4.5,4.041666667
4.666666667,4.5,4.5,4.8,3.5,4.3125,5,3.958333333
4.416666667,4.357142857,4.6875,4.65,4.25,4.34375,4.583333333,3.958333333
1.583333333,4.071428571,1.25,3.5,2.7,2.78125,2.333333333,2.416666667
1.666666667,2.857142857,3.625,2.6,2,2.5,3.666666667,4.5
3.75,3.75,3.875,3.75,3.8,3.78125,3.666666667,3.75
2,3.642857143,2.6875,4.65,2.8,4.40625,2.833333333,4.125
4,1.607142857,2.8125,1.7,2.4,1.21875,2,1.875
3.5,2.142857143,1.0625,3.2,1.85,2,4.916666667,2.625
3.75,2.071428571,1.5625,3.25,2.2,1.375,5,2.041666667
3.083333333,3.428571429,3.3125,3.5,3.2,3.125,3.666666667,3.333333333
3,3.035714286,3,3.05,2.9,2.875,3,2.916666667
4.416666667,4.857142857,3.6875,3.85,3.55,3.4375,2.583333333,3.583333333
3,4.107142857,3.5,3.6,3.25,3.65625,3.916666667,4.583333333
2.583333333,2.214285714,3.6875,3.35,1.55,2.375,3.666666667,3.25
3,3,3,3,3.15,2.53125,3.666666667,2.458333333
1.166666667,3.642857143,1.4375,3.3,1.45,1.625,3.5,1.416666667
1.75,2.5,1.125,3.1,3.05,3.1875,1.666666667,1.541666667
1.333333333,1.5,2.125,1.65,1,1.125,3.25,3.291666667
3.583333333,3.392857143,3.75,3.8,3.65,3.375,4,3.625
2.333333333,2.928571429,3.375,4.05,3.1,2.90625,4.166666667,2.375
4,3,2,4.4,4.25,4,2.583333333,2.208333333
2.75,3.607142857,1.75,4.35,3.25,2.71875,2.166666667,1.416666667
3.833333333,4.142857143,2.875,3.7,2.55,3.34375,3.25,2.875
2.083333333,4.142857143,3.25,3.6,2.2,2.96875,3.5,3.208333333
3.083333333,3.928571429,3.875,3.7,3.9,3.84375,3.916666667,4.291666667
3.416666667,4.107142857,3.3125,3.75,3.35,3.90625,3.583333333,2.875
4.666666667,3.821428571,3.25,3.05,1.95,3.625,4.083333333,2.833333333
1.333333333,2.142857143,2.4375,2.8,3.6,3.15625,1,2.541666667
3.166666667,3.214285714,3.6875,3.95,2.8,3.03125,3.833333333,3.416666667
